scenario,sku,method,T,avg_regret,std_regret,avg_regret_per_period,avg_oracle_revenue,avg_realized_revenue,relative_regret,n_trials
real_semisynth,Binder Dividers SKU 12,kernel_baseline,400,1215.4327134200416,15.817735850983523,3.038581783550104,7058.680191144817,5843.247477724775,0.17218979759768882,50
real_semisynth,Binder Dividers SKU 12,mymethod,400,396.5837824858498,31.71220396503308,0.9914594562146245,7060.289253036023,6663.705470550173,0.05617103892950465,50
real_semisynth,Binder Dividers SKU 12,dip,450,712.0550319861406,72.3402871923867,1.582344515524757,7941.4507136999755,7229.395681713835,0.08966309275933156,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,450,1403.4363081581087,15.893378253837868,3.1187473514624635,7941.054727441303,6537.618419283193,0.1767317259895414,50
real_semisynth,Binder Dividers SKU 12,mymethod,450,400.2130228208145,40.28153231598929,0.8893622729351434,7942.269658373248,7542.056635552432,0.05039025870884205,50
real_semisynth,Binder Dividers SKU 12,dip,500,778.3921864595884,86.65746854371604,1.5567843729191768,8823.858711101799,8045.46652464221,0.08821448891517822,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,500,1543.4771163105245,15.522873285861317,3.086954232621049,8823.216235085209,7279.739118774683,0.17493361549646058,50
real_semisynth,Binder Dividers SKU 12,mymethod,500,403.91162550497495,49.75844426805365,0.8078232510099499,8824.939188993101,8421.027563488125,0.045769338105893516,50
real_semisynth,Binder Dividers SKU 12,dip,550,875.1005826936284,90.07416308411236,1.5910919685338698,9706.352232188112,8831.251649494485,0.09015751352929768,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,550,1638.6206296997218,18.0144680069514,2.979310235817676,9705.678177950987,8067.057548251268,0.1688311315969946,50
real_semisynth,Binder Dividers SKU 12,mymethod,550,408.2018001442043,61.652269475560686,0.7421850911712805,9707.381959552966,9299.180159408763,0.04205065813264881,50
real_semisynth,Binder Dividers SKU 12,dip,600,952.6223361881325,97.00036934266964,1.5877038936468875,10588.692818014502,9636.070481826371,0.08996599982270143,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,600,1826.6643806510535,18.061508565978006,3.0444406344184225,10588.092870460776,8761.428489809723,0.17252062321319253,50
real_semisynth,Binder Dividers SKU 12,mymethod,600,411.9470574681001,72.97835025317636,0.6865784291135002,10589.992053545535,10178.044996077435,0.038899656901081436,50
real_semisynth,Binder Dividers SKU 12,dip,650,1026.2331787882765,109.41416018006008,1.578820275058887,11470.819832054725,10444.586653266448,0.08946467591797676,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,650,2014.9530222466262,17.99599869937351,3.099927726533271,11470.752453614814,9455.799431368185,0.17566005633847043,50
real_semisynth,Binder Dividers SKU 12,mymethod,650,415.9475170300799,80.53609360797763,0.6399192569693537,11472.548531535758,11056.601014505679,0.03625589518202715,50
real_semisynth,Binder Dividers SKU 12,dip,700,1099.0025447356695,126.87193992411808,1.5700036353366706,12353.20328488868,11254.200740153012,0.08896498498329157,50
real_semisynth,Binder Dividers SKU 12,kernel_baseline,700,2202.752307564541,17.98679768933092,3.146789010806487,12352.922680491189,10150.17037292665,0.1783183109405614,50
real_semisynth,Binder Dividers SKU 12,mymethod,700,422.0384992644012,81.23334782322839,0.6029121418062874,12354.934000756813,11932.89550149241,0.03415951062454472,50
real_semisynth,Binder Dividers SKU 13,dip,100,88.37918596737491,9.08345741749543,0.8837918596737491,1648.0600966244847,1559.6809106571097,0.05362619127081041,50
